,airmass,date,fname,juliandate,mag1,mag10,mag2,mag3,mag4,mag5,mag6,mag7,mag8,mag9,merr1,merr10,merr2,merr3,merr4,merr5,merr6,merr7,merr8,merr9
0,1.63,31130,rccd031130.0112_gregist,2452974.80649,21.798,18.617,,19.387,19.834,21.408,,,19.09,19.153,0.016,0.001,,0.002,0.002,0.009,,,0.002,0.002
1,1.66,31201,rccd031201.0083_gregist,2452975.79859,21.783,18.607,,19.373,19.826,21.508,,18.582,19.076,19.13,0.017,0.001,,0.002,0.002,0.009,,0.001,0.001,0.001
2,1.58,31206,rccd031206.0087_gregist,2452980.80327,21.762,18.617,,19.365,19.84,21.485,,18.596,19.08,19.15,0.041,0.002,,0.004,0.005,0.022,,0.002,0.003,0.003
3,1.44,31207,rccd031207.0042_gregist,2452981.83829,21.904,18.667,17.322,19.426,19.873,21.439,17.813,18.646,19.132,19.192,0.048,0.002,0.001,0.005,0.006,0.024,0.001,0.002,0.003,0.004
4,1.4,31208,rccd031208.0096_gregist,2452982.85243,21.848,18.578,,19.35,19.795,21.409,,18.554,19.064,19.104,0.064,0.003,,0.005,0.008,0.035,,0.003,0.004,0.005
5,1.58,31210,rccd031210.0075_gregist,2452984.79145,21.882,18.608,,19.371,19.841,21.443,,18.593,19.079,19.144,0.037,0.002,,0.003,0.005,0.021,,0.002,0.003,0.003
6,1.5,31212,rccd031212.0088_gregist,2452986.80559,21.776,18.613,,19.376,19.831,21.489,,18.593,19.065,19.114,0.026,0.001,,0.003,0.004,0.018,,0.001,0.003,0.003
7,1.51,31213,rccd031213.0107_gregist,2452987.80103,21.92,18.641,,19.4,19.846,21.555,,18.617,19.111,19.171,0.027,0.001,,0.003,0.004,0.019,,0.001,0.002,0.003
8,1.53,31214,rccd031214.0069_gregist,2452988.79352,21.859,18.637,,19.389,19.843,21.503,,18.61,19.095,19.157,0.022,0.001,,0.002,0.004,0.015,,0.001,0.002,0.002
9,1.43,31215,rccd031215.0082_gregist,2452989.82293,21.794,18.61,,19.371,19.811,21.509,17.749,18.579,19.076,19.136,0.021,0.001,,0.002,0.003,0.014,0.001,0.001,0.002,0.002
10,1.42,31216,rccd031216.0094_gregist,2452990.82156,21.775,18.639,,19.38,19.839,21.549,,18.616,19.108,19.159,0.018,0.001,,0.002,0.003,0.013,,0.001,0.002,0.002
11,1.41,31217,rccd031217.0095_gregist,2452991.82437,21.832,18.664,,19.423,19.876,21.551,,18.636,19.129,19.184,0.019,0.001,,0.002,0.003,0.013,,0.001,0.002,0.002
12,1.38,31218,rccd031218.0081_gregist,2452992.83342,21.821,18.634,,19.394,19.847,21.457,,18.611,19.098,19.156,0.019,0.001,,0.002,0.003,0.009,,0.001,0.002,0.002
13,1.35,31219,rccd031219.0082_gregist,2452993.84585,21.92,18.712,,19.471,19.931,21.621,17.859,18.692,19.182,19.234,0.028,0.001,,0.002,0.004,0.017,0.001,0.001,0.002,0.002
14,1.41,31220,rccd031220.0092_gregist,2452994.81471,21.813,18.624,,19.389,19.835,21.525,,18.601,19.088,19.151,0.014,0.001,,0.002,0.002,0.009,,0.001,0.001,0.002
15,1.38,31221,rccd031221.0073_gregist,2452995.82403,21.811,18.625,,19.388,19.847,21.488,17.773,18.604,19.097,19.149,0.013,0.001,,0.002,0.002,0.009,0.001,0.001,0.002,0.002
16,1.41,31222,rccd031222.0066_gregist,2452996.80890,21.828,18.616,,19.387,19.831,21.494,,18.602,19.098,19.145,0.016,0.001,,0.002,0.002,0.009,,0.001,0.002,0.002
17,1.34,31223,rccd031223.0162_gregist,2452997.84216,21.909,18.673,17.33,19.435,19.889,21.576,17.822,18.655,19.144,19.187,0.019,0.001,0.001,0.002,0.003,0.011,0.001,0.001,0.002,0.002
18,1.37,31224,rccd031224.0152_gregist,2452998.82354,21.837,18.594,,19.371,19.823,21.516,,18.586,19.077,19.132,0.015,0.001,,0.002,0.002,0.009,,0.001,0.001,0.002
19,1.36,31225,rccd031225.0104_gregist,2452999.82715,21.818,18.614,,19.372,19.832,21.514,,18.584,19.066,19.141,0.014,0.001,,0.002,0.002,0.008,,0.001,0.001,0.002
20,1.32,31228,rccd031228.0141_gregist,2453002.83899,21.773,18.611,,19.375,19.824,21.475,,,19.052,19.14,0.014,0.001,,0.002,0.002,0.01,,,0.001,0.002
21,1.34,31229,rccd031229.0095_gregist,2453003.82831,21.796,18.617,,19.38,19.828,21.252,,18.591,19.077,19.139,0.014,0.001,,0.002,0.002,0.008,,0.001,0.001,0.002
22,1.33,31230,rccd031230.0100_gregist,2453004.83188,21.93,18.732,,19.494,19.943,21.627,,18.71,19.195,19.254,0.015,0.001,,0.002,0.002,0.01,,0.001,0.001,0.002
23,1.31,40102,rccd040102.0055_gregist,2453007.83886,21.742,18.632,,19.404,19.855,21.55,,18.615,19.097,19.156,0.014,0.001,,0.002,0.002,0.009,,0.001,0.001,0.002
24,1.31,40104,rccd040104.0127_gregist,2453009.83303,21.91,18.69,,19.452,19.905,21.607,17.828,18.667,19.162,19.205,0.015,0.001,,0.002,0.002,0.01,0.001,0.001,0.002,0.002
25,1.29,40108,rccd040108.0074_gregist,2453013.83882,21.814,,,19.35,19.814,21.447,,,19.054,19.104,0.041,,,0.004,0.005,0.021,,,0.003,0.003
26,1.29,40110,rccd040110.0116_gregist,2453015.83186,21.746,18.552,,19.281,19.78,21.443,,18.529,19.001,19.08,0.03,0.001,,0.003,0.004,0.018,,0.001,0.002,0.003
27,1.29,40111,rccd040111.0158_gregist,2453016.84044,21.734,18.567,,19.331,19.787,21.525,,18.543,19.035,19.09,0.025,0.001,,0.002,0.004,0.019,,0.001,0.002,0.002
28,1.34,40112,rccd040112.0063_gregist,2453017.78845,21.802,18.551,,19.316,19.779,21.448,,18.531,19.022,19.074,0.027,0.001,,0.002,0.004,0.016,,0.001,0.002,0.002
29,1.33,40113,rccd040113.0106_gregist,2453018.79361,21.719,18.622,,19.394,19.839,21.493,17.767,18.591,19.096,19.148,0.021,0.001,,0.003,0.003,0.015,0.001,0.001,0.002,0.002
30,1.3,40116,rccd040116.0099_gregist,2453021.80863,21.829,18.638,,19.403,19.845,21.564,17.779,18.615,19.114,19.161,0.018,0.001,,0.002,0.003,0.012,0.001,0.001,0.002,0.002
31,1.29,40117,rccd040117.0083_gregist,2453022.82526,21.814,18.605,,19.381,19.827,21.511,,18.584,19.078,19.137,0.016,0.001,,0.002,0.003,0.01,,0.001,0.001,0.002
32,1.33,40118,rccd040118.0108_gregist,2453023.77425,21.827,18.577,,19.342,19.793,21.483,,18.556,19.055,19.1,0.016,0.001,,0.002,0.002,0.008,,0.001,0.001,0.002
33,1.3,40119,rccd040119.0127_gregist,2453024.79998,21.773,18.58,,19.338,19.799,21.498,,18.559,19.045,19.108,0.012,0.001,,0.002,0.002,0.008,,0.001,0.001,0.001
34,1.43,40121,rccd040121.0067_gregist,2453026.71993,21.781,18.588,,19.362,19.806,21.499,,18.571,19.065,19.115,0.013,0.001,,0.001,0.002,0.009,,0.001,0.001,0.001
35,1.36,40123,rccd040123.0113_gregist,2453028.74554,21.772,18.619,,19.377,19.838,21.536,,18.601,19.094,19.149,0.015,0.001,,0.002,0.002,0.008,,0.001,0.001,0.002
36,1.31,40124,rccd040124.0115_gregist,2453029.78061,21.802,18.609,,19.371,19.826,21.518,,18.579,19.079,19.13,0.016,0.001,,0.002,0.002,0.009,,0.001,0.001,0.002
37,1.29,40125,rccd040125.0141_gregist,2453030.80062,21.803,18.615,,19.367,19.83,21.511,,18.587,19.081,19.136,0.014,0.001,,0.002,0.002,0.009,,0.001,0.002,0.002
38,1.32,40126,rccd040126.0078_gregist,2453031.76439,21.746,,,19.343,19.785,21.477,,,19.041,19.102,0.014,,,0.002,0.002,0.009,,,0.001,0.001
39,1.39,40127,rccd040127.0066_gregist,2453032.72105,21.726,18.581,,19.342,19.796,21.491,,18.554,19.045,19.102,0.012,0.001,,0.001,0.002,0.009,,0.001,0.001,0.001
40,1.29,40128,rccd040128.0070_gregist,2453033.78451,21.736,18.56,,19.327,19.778,21.433,,18.536,19.03,19.082,0.013,0.001,,0.001,0.002,0.009,,0.001,0.001,0.001
41,1.29,40130,rccd040130.0115_gregist,2453035.78497,21.779,18.588,,19.354,19.805,21.479,,18.561,19.063,19.114,0.014,0.001,,0.002,0.002,0.009,,0.001,0.001,0.001
42,1.28,40131,rccd040131.0158_gregist,2453036.79377,21.78,18.584,,19.348,19.802,21.503,,18.559,19.057,19.11,0.012,0.001,,0.001,0.002,0.009,,0.001,0.001,0.001
43,1.31,40201,rccd040201.0113_gregist,2453037.75837,21.739,18.594,,19.364,19.812,21.495,,18.573,19.055,19.123,0.019,0.001,,0.002,0.003,0.011,,0.001,0.002,0.002
44,1.34,40202,rccd040202.0092_gregist,2453038.72946,21.816,18.592,,19.348,19.817,21.467,,18.571,19.068,19.124,0.027,0.002,,0.003,0.005,0.018,,0.002,0.002,0.003
45,1.32,40203,rccd040203.0117_gregist,2453039.73883,21.859,18.618,,19.386,19.846,21.487,,18.601,19.101,19.151,0.037,0.002,,0.003,0.005,0.02,,0.002,0.003,0.003
46,1.29,40205,rccd040205.0189_gregist,2453041.82766,21.812,18.605,,19.387,19.838,21.533,,18.599,19.085,19.145,0.044,0.002,,0.005,0.006,0.029,,0.002,0.004,0.004
47,1.32,40207,rccd040207.0123_gregist,2453043.72897,22.039,18.732,,19.506,19.944,21.593,17.875,18.709,19.204,19.254,0.058,0.002,,0.005,0.006,0.03,0.001,0.002,0.004,0.003
48,1.28,40208,rccd040208.0109_gregist,2453044.76926,21.795,18.619,,19.389,19.842,21.525,,18.598,19.098,19.142,0.037,0.002,,0.003,0.005,0.024,,0.002,0.003,0.003
49,1.29,40209,rccd040209.0181_gregist,2453045.81510,21.822,18.662,,19.422,19.843,21.62,17.807,18.641,19.136,19.182,0.038,0.002,,0.004,0.005,0.024,0.001,0.002,0.003,0.003
50,1.3,40211,rccd040211.0165_gregist,2453047.82112,21.775,18.587,,19.341,19.802,21.46,,18.562,19.052,19.106,0.027,0.001,,0.002,0.003,0.015,,0.001,0.002,0.002
51,1.32,40214,rccd040214.0080_gregist,2453050.71174,21.746,18.579,,19.341,19.795,21.48,,18.554,19.048,19.102,0.014,0.001,,0.001,0.002,0.009,,0.001,0.001,0.001
52,1.28,40216,rccd040216.0176_gregist,2453052.78552,21.772,18.571,,19.343,19.788,21.474,,18.552,19.044,19.098,0.014,0.001,,0.002,0.002,0.008,,0.001,0.001,0.002
53,1.37,40219,rccd040219.0038_gregist,2453055.66764,21.823,18.635,,19.407,19.857,21.567,,18.614,19.111,19.162,0.014,0.001,,0.002,0.002,0.009,,0.001,0.001,0.001
54,1.29,40221,rccd040221.0180_gregist,2453057.78194,21.842,18.608,,19.373,19.83,21.521,,18.592,19.086,19.136,0.017,0.001,,0.002,0.002,0.009,,0.001,0.001,0.002
55,1.32,40222,rccd040222.0075_gregist,2453058.68591,21.829,18.674,,19.444,19.895,21.566,,18.653,19.15,19.204,0.013,0.001,,0.002,0.002,0.008,,0.001,0.001,0.002
56,1.33,40223,rccd040223.0041_gregist,2453059.67883,21.823,18.638,,19.412,19.856,21.553,,18.613,19.112,19.162,0.014,0.001,,0.002,0.002,0.009,,0.001,0.001,0.002
57,1.32,40224,rccd040224.0065_gregist,2453060.68412,21.816,18.631,,19.398,19.852,21.505,,18.613,19.104,19.155,0.014,0.001,,0.002,0.002,0.008,,0.001,0.001,0.002
58,1.35,40225,rccd040225.0067_gregist,2453061.65877,21.86,18.667,,19.422,19.879,21.591,17.806,18.64,19.137,19.185,0.013,0.001,,0.002,0.002,0.009,0.001,0.001,0.001,0.002
59,1.29,40226,rccd040226.0088_gregist,2453062.70756,22.129,19.243,17.908,20.01,20.461,22.161,18.392,19.222,19.722,19.763,0.017,0.001,0.001,0.003,0.004,0.015,0.001,0.001,0.002,0.002
60,1.3,40227,rccd040227.0091_gregist,2453063.69108,21.789,18.6,,19.358,19.811,21.507,,18.551,19.072,19.123,0.015,0.001,,0.002,0.002,0.008,,0.001,0.001,0.002
61,1.28,40302,rccd040302.0121_gregist,2453067.71384,21.816,18.603,,19.361,19.816,21.47,,18.585,19.067,19.13,0.027,0.001,,0.002,0.004,0.016,,0.001,0.002,0.003
62,1.3,40304,rccd040304.0089_gregist,2453069.67868,21.727,18.587,,19.354,19.791,21.496,,18.572,19.062,19.107,0.029,0.002,,0.004,0.005,0.022,,0.002,0.003,0.003
63,1.31,40306,rccd040306.0092_gregist,2453071.66495,21.806,18.598,,19.367,19.809,21.402,,18.573,19.069,19.136,0.05,0.002,,0.005,0.006,0.028,,0.002,0.004,0.004
64,1.31,40309,rccd040309.0065_gregist,2453074.65271,21.903,18.631,,19.376,19.834,21.554,,18.606,19.097,19.166,0.041,0.002,,0.003,0.005,0.024,,0.002,0.003,0.003
65,1.42,40310,rccd040310.0044_gregist,2453075.59156,21.839,18.688,,19.443,19.745,21.584,17.831,18.662,19.142,19.206,0.028,0.001,,0.003,0.004,0.018,0.001,0.002,0.002,0.003
66,1.38,40313,rccd040313.0042_gregist,2453078.60146,21.742,18.615,,19.374,19.84,21.511,,18.567,19.09,19.146,0.012,0.001,,0.002,0.002,0.009,,0.001,0.001,0.001
67,1.29,40315,rccd040315.0063_gregist,2453080.66232,21.748,18.607,,19.378,19.828,21.522,,18.595,19.078,19.139,0.014,0.001,,0.002,0.002,0.009,,0.001,0.001,0.002
68,1.28,40322,rccd040322.0068_gregist,2453087.65627,21.77,18.591,,19.359,19.778,21.515,,18.565,19.061,19.116,0.014,0.001,,0.002,0.002,0.01,,0.001,0.001,0.001
69,1.28,40325,rccd040325.0063_gregist,2453090.65212,21.788,18.627,,19.385,19.838,21.549,,18.564,19.098,19.148,0.015,0.001,,0.002,0.002,0.009,,0.001,0.001,0.002
70,1.33,40407,rccd040407.0072_gregist,2453103.69405,21.933,18.617,,19.377,19.825,21.501,,18.592,19.084,19.147,0.042,0.002,,0.003,0.005,0.024,,0.002,0.003,0.003
71,1.29,40411,rccd040411.0058_gregist,2453107.59092,21.787,18.627,,19.393,19.845,21.556,,18.571,19.101,19.149,0.018,0.001,,0.002,0.002,0.01,,0.001,0.001,0.002
72,1.33,40415,rccd040415.0024_gregist,2453111.53642,21.948,18.687,,19.461,19.892,21.581,,18.668,19.169,19.214,0.021,0.001,,0.002,0.003,0.012,,0.001,0.002,0.002
73,1.28,40417,rccd040417.0050_gregist,2453113.61102,21.902,18.641,,19.407,19.865,21.511,,18.611,19.116,19.166,0.018,0.001,,0.002,0.002,0.01,,0.001,0.002,0.002
74,1.28,40420,rccd040420.0080_gregist,2453116.59923,21.895,18.652,,19.426,19.874,21.563,,18.63,19.124,19.171,0.019,0.001,,0.002,0.003,0.011,,0.001,0.001,0.002
